Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Number of Turbines,Predominant Turbine Manufacturer,Predominant Turbine Model Number,Design Wind Speed (mph),Wind Quality Class,Turbine Hub Height (Feet)
55873,"Harvest Windfarm, LLC",56635,Harvest,MI,Huron,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,52.8,51.2,51.2,1,2008,31,Vestas,V82-1.65,13.5,2,262.4
55891,"Hot Springs Windfarm, LLC",56636,Mountain Home,ID,Elmore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21,21,21,5,2008,10,Suzlon,S88-2100,14.3,2,262.4
55890,Bennett Creek Windfarm LLC,56637,Bennett Creek Windfarm LLC - Mountain Home,ID,Elmore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21,21,21,7,2008,10,Suzlon,S88-2100,14.3,2,262.4
61012,AES Distributed Energy,56638,Buffalo Gap 3 Wind Farm,TX,Nolan,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,170.2,170.2,170.2,8,2008,74,Siemens,SWT-1.3-62,17,1,262
55931,Orion Energy Group LLC,56640,Camp Grove Wind Farm,IL,STARK,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150,150,150,12,2007,100,GE,1.5 SLE,15.5,2,262
49893,Invenergy Services LLC,56644,Stanton Wind Energy LLC,TX,Martin,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,120,120,120,2,2008,80,GE,1.5 SLE,17.4,2,263
55901,Osceola Windpower LLC,56645,Osceola Windpower LLC,IA,Osceola,CL25,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,98.2,98.2,98.2,7,2008,40,Clipper,Liberty C96,19,2,262.4
56484,Butler Ridge Wind Energy Center,56647,Butler Ridge,WI,Dodge,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,54,54,54,2,2009,36,GE,1.5 XLE,16.8,3,262.5
58353,NextEra Energy Majestic Wind,56648,Majestic 1 Wind Farm,TX,Carson,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,79.5,79.5,79.5,1,2009,53,GE,1.5 SLE,19,2,262.5
55397,NRG Energy Inc,56649,South Trent Wind Farm,TX,Nolan,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,101.2,101.2,101.2,1,2009,44,Siemens,SWT-2.3-93,20,2,240
59102,Wessington Wind,56650,Wessington Springs,SD,Jerauld,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,51,51,51,2,2009,34,GE,1.5 SLE,19,2,262.5
65411,Duke Energy Renewables Services,56651,North Allegheny Windpower Project,PA,Blair,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,75,75,75,9,2009,35,Gamesa,G87-2.0,14.9,2,272
56545,Pattern Operators LP,56654,Hatchet Ridge Wind Project,CA,Shasta,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,101.2,101.2,101.2,12,2010,44,Siemens,SWT-2.3-93,19,2,262.4
56951,"Michigan Wind 2, LLC",56659,Michigan Wind 2,MI,Sanilac,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,90,90,90,12,2011,50,Vestas,V100-1.8,14.5,3,311.7
56545,Pattern Operators LP,56661,Pattern Gulf Wind,TX,Kenedy,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,283.2,283.2,283.2,12,2008,118,Mitsubishi,MWT-95/2.4,19,2,262.4
55918,Acciona Wind Energy USA LLC,56665,Dempsey Ridge Wind Farm,OK,Roger Mills,DR,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,132,132,132,5,2012,66,Gamesa,G90-2.0,18.8,2,255.9
14354,PacifiCorp,56666,Goodnoe Hills,WA,Klickitat,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,103.4,94,94,6,2008,47,Vestas,V110-2.0,19,2,285.4
55918,Acciona Wind Energy USA LLC,56669,Tatanka Wind Power LLC,ND,Dickey,TW1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,180,180,180,1,2008,120,Acciona,AW77/1500,18.8,2,262.4
55918,Acciona Wind Energy USA LLC,56670,Velva Windfarm LLC,ND,McHenry,VW1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,11.9,11.9,11.9,12,2005,18,Vestas,V47-660,19,2,215
55922,Whirlwind Energy LLC,56673,Whirlwind Energy Center,TX,Floyd,WEC,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,59.8,57,57,12,2007,26,Siemens,SWT-2.3-93,17.7,2,262.4
12341,MidAmerican Energy Co,56677,Charles City Wind Farm,IA,Floyd,CCWF,OP,Onshore Wind Turbine,WT,Electric Utility,1,80,75,75,4,2008,50,GE,1.6-87,16.8,3,263
55931,Orion Energy Group LLC,56679,Benton County Wind Farm,IN,Benton,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,130.5,130.5,130.5,5,2008,87,GE,1.5 SLE,15.4,2,262
64632,"Forward Windpower, LLC",56699,Forward Windpower LLC,PA,Somerset,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,29.4,29.4,29.4,4,2008,14,Suzlon,S88-2100,19,2,262.4
64650,"Lookout Windpower, LLC",56700,Lookout Windpower LLC,PA,Somerset,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,37.8,37.8,37.8,10,2008,18,Suzlon,S88-2100,19,2,262.4
19281,Turlock Irrigation District,56702,Tuolumne Wind Project,WA,Klickitat,WPT1,OP,Onshore Wind Turbine,WT,Electric Utility,1,136.3,136.3,136.3,5,2009,62,Siemens,SWT-2.3-93,16.5,3,262.4
13781,Northern States Power Co - Minnesota,56750,Jeffers Wind 20 LLC,MN,Cottonwood,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,50,50,50,10,2008,20,Clipper,Liberty C96,18.3,2,262.4
64661,"Spanish Fork Wind Park 2, LLC",56751,Spanish Fork Wind Park 2 LLC,UT,Utah,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,18.9,18.9,18.9,7,2008,9,Suzlon,S88-2100,19,2,262.4
64651,Mountain Wind Power LLC,56752,Mountain Wind Power LLC,WY,Uinta,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,61,61,61,7,2008,29,Suzlon,S88-2100,19,2,262.4
64652,Mountain Wind Power II LLC,56753,Mountain Wind Power II LLC,WY,Uinta,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,80,80,80,9,2008,38,Suzlon,S88-2100,19,2,262.4
64644,Goat Wind LP,56754,Goat Wind LP,TX,Sterling,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,80,80,80,4,2008,80,Mitsubishi,MWT-1000A,19,2,226
64644,Goat Wind LP,56754,Goat Wind LP,TX,Sterling,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,69.6,69.6,69.6,6,2009,29,Mitsubishi,MWT-95/2.4,19,2,262.4
59883,NRG Energy Gas & Wind Holdings Inc,56755,Odin Wind Farm LLC,MN,Cottonwood,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,20,20,20,5,2008,10,Suzlon,S88-2100,19,2,262.4
55958,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,TX,Sterling,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,149.5,149.5,149.5,11,2007,65,GE,1.5 SLE,19,2,262.4
55958,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,TX,Sterling,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,214.5,214.5,214.5,11,2007,143,Siemens,SWT-2.3-82,19,2,262.4
55958,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,TX,Sterling,3,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,186,186,186,4,2008,124,GE,1.5 SLE,19,2,262.4
55958,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,TX,Sterling,4,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,112.5,112.5,112.5,5,2008,75,GE,1.5 SLE,19,2,262.4
15399,Avangrid Renewables LLC,56764,Winnebago Wind Power Project,IA,Winnebago,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,20,20,20,9,2008,10,Gamesa,G87-2.0,18.3,2,262
15399,Avangrid Renewables LLC,56765,Barton Windpower LLC,IA,Worth,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,28,28,28,6,2009,14,Gamesa,G87-2.0,16.5,3,256
15399,Avangrid Renewables LLC,56765,Barton Windpower LLC,IA,Worth,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,132,132,132,6,2009,66,Gamesa,G87-2.0,17.8,2,256
15399,Avangrid Renewables LLC,56767,Farmers City Wind LLC,MO,Atchison,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,146,146,146,4,2009,73,Gamesa,G87-2.0,15.1,3,256
15399,Avangrid Renewables LLC,56770,Locust Ridge II LLC,PA,Schuylkill,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,102,102,102,5,2009,51,Gamesa,G87-2.0,15.5,3,256
62076,Silver Star I Power Partners LLC,56771,Silver Star I Wind Power Project,TX,Erath,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,52.8,52.8,52.8,9,2008,24,Vestas,V110-2.0,19,2,262.4
49893,Invenergy Services LLC,56773,McAdoo Wind Energy LLC,TX,Dickens,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150,150,150,9,2008,100,GE,1.5 SLE,19.5,2,263
49893,Invenergy Services LLC,56774,Turkey Track Wind Energy LLC,TX,Nolan,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,169.5,169.5,169.5,11,2008,113,GE,1.5 SLE,17.4,2,263
49893,Invenergy Services LLC,56775,Scurry County Wind II,TX,Scurry,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,120,120,120,12,2007,80,GE,1.5 SLE,18.6,2,263
49893,Invenergy Services LLC,56776,Gunsight Mountain Wind Energy LLC,TX,Howard,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,120,120,120,6,2016,67,GE,1.79-100,17.9,2,262.4
55963,AE Power Services LLC,56777,Fowler Ridge Wind Farm LLC,IN,Benton,FIA,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,101.3,101.3,101.3,3,2009,61,Vestas,V82-1.65,19,2,262.4
55963,AE Power Services LLC,56777,Fowler Ridge Wind Farm LLC,IN,Benton,FIB,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100,100,100,3,2009,61,Vestas,V82-1.65,19,2,262.4
55963,AE Power Services LLC,56777,Fowler Ridge Wind Farm LLC,IN,Benton,FIC,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,88,88,88,8,2023,40,Vestas,V120-2.2,19,2,262.4
55963,AE Power Services LLC,56777,Fowler Ridge Wind Farm LLC,IN,Benton,FII,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200,200,200,12,2009,133,GE,1.5 S,19,2,262.4
55963,AE Power Services LLC,56777,Fowler Ridge Wind Farm LLC,IN,Benton,FIII,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99,99,99,2,2009,60,Vestas,V82-1.65,19,2,262.4
12199,Montana-Dakota Utilities Co,56782,Diamond Willow Wind Facility,MT,Fallon,DIAW,OP,Onshore Wind Turbine,WT,Electric Utility,1,30,30,30,12,2007,20,GE,1.5-77,12,2,262.5
55981,Elbow Creek Wind Project LLC,56783,Elbow Creek Wind Project LLC,TX,Howard,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,121.9,121.9,121.9,12,2008,53,Siemens,SWT-2.3-93,27,2,240
55990,"Cloud County Windfarm, LLC",56784,Cloud County Wind Farm,KS,Cloud,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,105,105,105,12,2008,35,Vestas,V90-3.0,18.3,2,262
55990,"Cloud County Windfarm, LLC",56784,Cloud County Wind Farm,KS,Cloud,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,96,96,96,12,2008,32,Vestas,V90-3.0,17.6,2,262
15399,Avangrid Renewables LLC,56789,Pebble Springs Wind LLC,OR,Gilliam,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,98.7,98.7,98.7,1,2009,47,Suzlon,S52,13.2,4,259
15399,Avangrid Renewables LLC,56790,Hay Canyon Wind Power LLC,OR,Sherman,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.8,100.8,100.8,2,2009,48,Suzlon,S88-2100,13.7,4,259
15399,Avangrid Renewables LLC,56791,Dillon Wind LLC,CA,Riverside,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,45,45,45,4,2008,45,Mitsubishi,MWT-62/1.0,16.1,3,226
15399,Avangrid Renewables LLC,56792,Buffalo Ridge I LLC,SD,Brookings,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,50.4,50.4,50.4,4,2009,24,Suzlon,S88-2100,18.4,2,259
15399,Avangrid Renewables LLC,56793,Elm Creek Wind LLC,MN,Jackson,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99,99,99,12,2008,66,GE,1.5 SLE,17.6,2,262
15399,Avangrid Renewables LLC,56794,Moraine II Wind LLC,MN,Pipestone,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,49.5,49.5,49.5,2,2009,33,GE,1.5 SLE,18,2,262
15399,Avangrid Renewables LLC,56795,Penascal Wind Power LLC,TX,Kenedy,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,201.6,201.6,201.6,4,2009,84,Mitsubishi,MWT-92/2.4,16.9,3,262
15399,Avangrid Renewables LLC,56796,South Chestnut LLC,PA,Fayette,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,50.4,50.4,50.4,4,2012,23,Gamesa,G90-2.0,16.3,3,256
55992,"Pioneer Prairie Wind Farm I, LLC",56797,Pioneer Prairie Wind Farm,IA,Mitchell,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,300,300,300,10,2008,182,Vestas,V82-1.65,15.8,2,265
8797,Hull Municipal Light Plant,56800,Hull Wind II,MA,Plymouth,HW2,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.8,1.8,1.8,5,2006,1,Vestas,V80-1.8,12,1,220
55918,Acciona Wind Energy USA LLC,56804,Red Hills Wind Project LLC,OK,Roger Mills,RH,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,123,123,123,12,2008,82,Acciona,AW77/1500,19,2,262.4
55918,Acciona Wind Energy USA LLC,56805,EcoGrove Wind LLC,IL,Stephenson,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.5,100.5,100.5,7,2009,67,Acciona,AW82/1500,16.8,3,262.4
12341,MidAmerican Energy Co,56809,Carroll Wind Farm,IA,Carroll,CWF,OP,Onshore Wind Turbine,WT,Electric Utility,1,159.1,150,150,12,2008,100,GE,1.5 SLE,16.8,3,263
12341,MidAmerican Energy Co,56810,Adair Wind Farm,IA,Adair,AWF,OP,Onshore Wind Turbine,WT,Electric Utility,1,174.8,174.8,174.8,12,2008,76,Siemens,SWT-2.3-93,16.8,3,262.4
12341,MidAmerican Energy Co,56811,Walnut Wind Farm,IA,Pottawattamie,WWF,OP,Onshore Wind Turbine,WT,Electric Utility,1,165.2,150,150,12,2008,102,GE,1.5 SLE,16.8,3,263
22500,"Evergy Kansas Central, Inc",56818,Central Plains Wind Farm,KS,Wichita,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,99,99,99,3,2009,33,Vestas,V90-3.0,19.7,1,262.4
22500,"Evergy Kansas Central, Inc",56819,Flat Ridge Wind Farm,KS,Barber,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,50,50,50,2,2009,20,Clipper,Liberty C96,19,2,262.4
56033,Hackberry Wind LLC,56823,Hackberry Wind Farm,TX,Shackelford,HWFG1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,165.6,162.3,162.3,12,2008,72,Siemens,SWT-2.3-93,15.6,2,262.4
63166,"Marshall Wind Farm, LLC",56824,Marshall Wind 2 LLC,MN,Lyon,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4.2,4.2,4.2,12,2007,2,Suzlon,S88-2100,18.6,2,262.4
63166,"Marshall Wind Farm, LLC",56825,Marshall Wind 3 LLC,MN,Lyon,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4.2,4.2,4.2,12,2007,2,Suzlon,S88-2100,18.6,2,262.4
63166,"Marshall Wind Farm, LLC",56826,Marshall Wind 4 LLC,MN,Lyon,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4.2,4.2,4.2,12,2007,2,Suzlon,S88-2100,18.6,2,262.4
63166,"Marshall Wind Farm, LLC",56827,Marshall Wind 5 LLC,MN,Lyon,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,2.1,2.1,2.1,12,2007,1,Suzlon,S88-2100,18.6,2,262.4
63166,"Marshall Wind Farm, LLC",56828,Marshall Wind 6 LLC,MN,Lyon,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,2.1,2.1,2.1,12,2007,1,Suzlon,S88-2100,18.6,2,262.4
61191,"Helix Maine Wind Development, LLC",56829,Kibby Wind Facility,ME,Franklin,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,66,66,66,10,2009,22,Vestas,V90-3.0,22.4,1,262
61191,"Helix Maine Wind Development, LLC",56829,Kibby Wind Facility,ME,Franklin,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,66,66,66,10,2010,22,Vestas,V90-3.0,22.4,1,262
20860,Wisconsin Public Service Corp,56831,Crane Creek Wind Energy Center,IA,Howard,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,99,99,99,12,2009,66,GE,1.5 SLE,17.8,2,262
65983,UPC Power Solutions,56835,Ribeye Wind (11) LLC,TX,Moore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10,10,10,5,2008,8,Suzlon,S64-1250,18.1,2,244.4
65983,UPC Power Solutions,56836,T-Bone Wind (10) LLC,TX,Moore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,8.8,8.8,8.8,5,2008,7,Suzlon,S64-1250,18.1,2,244.4
65983,UPC Power Solutions,56837,Tri-Tip Wind (9) LLC,TX,Moore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10,10,10,4,2008,8,Suzlon,S64-1250,18.1,2,241.1
65983,UPC Power Solutions,56838,Brisket Wind (8) LLC,TX,Moore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10,10,10,4,2008,8,Suzlon,S64-1250,18.1,2,241.1
65983,UPC Power Solutions,56839,Flat Iron Wind (7) LLC,TX,Moore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10,10,10,4,2008,8,Suzlon,S64-1250,18.1,2,244.4
63166,"Marshall Wind Farm, LLC",56840,Marshall Wind 1 LLC,MN,Lyon,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,2.1,2.1,2.1,12,2007,1,Suzlon,S88-2100,18.6,2,262.4
14354,PacifiCorp,56841,Glenrock,WY,Converse,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,119.6,99,99,12,2008,66,GE,1.85-87,19,2,262
14354,PacifiCorp,56841,Glenrock,WY,Converse,2,OP,Onshore Wind Turbine,WT,Electric Utility,1,46,39,39,1,2009,26,GE,1.85-87,19,2,262
14354,PacifiCorp,56842,Rolling Hills,WY,Converse,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,115.8,99,99,1,2009,66,GE,1.85-87,19,2,262
14354,PacifiCorp,56843,Seven Mile Hill,WY,Carbon,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,122.1,99,99,12,2008,66,GE,1.85-87,19,2,262
14354,PacifiCorp,56843,Seven Mile Hill,WY,Carbon,2,OP,Onshore Wind Turbine,WT,Electric Utility,1,24.1,19.5,19.5,12,2008,13,GE,1.85-87,19,2,262
56073,Wheat Field Wind Power Project LLC,56854,Wheat Field Wind Power Project,OR,Gilliam,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,102.9,102.9,102.9,2,2009,46,Suzlon,S88-2100,19,2,262.5
56074,Arlington Wind Power Project LLC,56855,Arlington Wind Power Project,OR,Gilliam,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,102.9,102.9,102.9,12,2008,49,Suzlon,S88-2100,19,2,262.5
56075,Rail Splitter Wind Farm LLC,56856,Rail Splitter Wind Farm,IL,Tazewell,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.5,100.5,100.5,8,2009,67,GE,1.5 SLE,19,2,262
56072,"Marble River, LLC",56857,Marble River Wind Farm,NY,Clinton,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,215.3,215.3,215.3,11,2012,70,Vestas,V112-3.0,19,2,308
56071,"Sagebrush Power Partners, LLC",56858,Sagebrush Power Partners,WA,Kittitas,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.7,100.7,100.7,11,2010,61,Suzlon,S88-2100,17,2,246
58439,Junction Hilltop Management LLC,56859,Crosswind Energy Project,IA,Palo Alto,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21,21,21,6,2007,10,Suzlon,S88-2100,19,2,262.4
58439,Junction Hilltop Management LLC,56860,Hardin Hilltop Wind LLC,IA,Greene,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,14.7,14.7,14.7,5,2007,7,Suzlon,S88-2100,19,2,262.4
57170,"EDF Renewable Asset Holdings, Inc.",56874,Shiloh Wind Project 2 LLC,CA,Solano,TBD,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150,150,150,1,2009,75,Senvion,MM92,19,2,262.4
57170,"EDF Renewable Asset Holdings, Inc.",56876,Wapsipinicon Wind Project,MN,Mower,TBD,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.5,100.5,100.5,2,2009,67,GE,1.5 SLE,19,2,262.4
57170,"EDF Renewable Asset Holdings, Inc.",56878,Hoosier Wind Project LLC,IN,Benton,TBD,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,106,106,106,11,2009,50,Senvion,MM92,19,2,257.5
55963,AE Power Services LLC,56879,Flat Ridge Wind Energy LLC,KS,Barber,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,44,44,44,3,2009,20,Vestas,V110-2.0,19,3,262.4
63858,"Valcour Operating Services, LLC",56901,Altona,NY,Clinton,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,97.5,97.5,97.5,4,2009,65,GE,1.5 SLE,19,2,262
63858,"Valcour Operating Services, LLC",56902,Wethersfield,NY,Wyoming,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,126,126,126,4,2009,84,GE,1.5 SLE,19,2,262
63858,"Valcour Operating Services, LLC",56904,Chateaugay,NY,Franklin,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,106.5,106.5,106.5,4,2009,71,GE,1.5 SLE,14,2,262
61671,Great Plains Windpark Legacy LLC,56905,Great Plains Windpark LLC,TX,Hansford,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,114,114,114,1,2009,76,GE,1.5 SLE,19,2,262
55799,FPL Energy Langdon Wind LLC,56912,Langdon Wind II LLC,ND,Cavalier,GE15,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,40.5,40.5,40.5,9,2008,27,GE,1.5 SLE,19,2,262.5
56121,Osceola Windpower II,56913,Osceola Windpower II,IA,Osceola,CL25,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,49.6,49.6,49.6,9,2008,20,Clipper,Liberty C96,19,2,262.4
56122,FPL Energy Ashtabula Wind LLC,56919,FPL Energy Ashtabula Wind LLC,ND,Barnes,GE15,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,148.5,148.5,148.5,12,2008,99,GE,1.5 SLE,19,2,262.5
56215,"RWE Renewables Americas, LLC",56920,Panther Creek Wind Farm I,TX,Howard,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,142.5,142.5,142.5,7,2008,95,GE,1.5 SLE,18.8,2,262.4
56215,"RWE Renewables Americas, LLC",56921,Panther Creek Wind Farm II,TX,Glasscock,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,115.5,115.5,115.5,12,2008,77,GE,1.5 SLE,18.1,2,262.4
56123,FPL Energy Crystal Lake Wind LLC,56923,FPL Energy Crystal Lake Wind LLC,IA,Hancock,GE15,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150,150,150,12,2008,100,GE,1.5 S,19,2,262.5
56119,FPL Energy Story Wind LLC,56924,FPL Energy Story Wind LLC,IA,Story,GE15,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150,150,150,12,2008,100,GE,1.5 SLE,19,2,262.5
56124,FPL Energy Crystal Lake Wind II LLC,56925,FPL Energy Crystal Lake Wind II LLC,IA,Hancock,CL25,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200,199,199,1,2009,80,Clipper,Liberty C96,19,2,262.4
56159,"Threemile Canyon Wind I, LLC",56933,Threemile Canyon,OR,Morrow,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,9.9,9.9,9.9,7,2009,6,Vestas,V82-1.65,12.6,2,262.4
56158,"Cassia Wind Farm, LLC",56934,Cassia Wind,ID,Twin Falls,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,8.4,8.4,8.4,3,2009,4,Suzlon,S88-2100,14.5,2,262.4
56157,"Cassia Gulch Wind Park, LLC",56935,Cassia Gulch,ID,Twin Falls,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,18.9,18.9,18.9,3,2009,9,Suzlon,S88-2100,14.5,2,262.4
49893,Invenergy Services LLC,56941,Grand Ridge Wind Energy Center,IL,LaSalle,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99,99,99,10,2008,66,GE,1.5 SLE,18.3,2,263
49893,Invenergy Services LLC,56941,Grand Ridge Wind Energy Center,IL,LaSalle,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,51,51,51,12,2009,34,GE,1.5 SLE,17.2,2,263
49893,Invenergy Services LLC,56941,Grand Ridge Wind Energy Center,IL,LaSalle,3,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,49.5,49.5,49.5,12,2009,33,GE,1.5 SLE,17.2,2,263
49893,Invenergy Services LLC,56941,Grand Ridge Wind Energy Center,IL,LaSalle,4,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.5,10.5,10.5,12,2009,7,GE,1.5 SLE,17.2,2,263
20860,Wisconsin Public Service Corp,56942,Forward Wind Energy Center,WI,Dodge,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,99,99,99,7,2008,86,GE,1.5 SLE,17,2,263
20860,Wisconsin Public Service Corp,56942,Forward Wind Energy Center,WI,Dodge,2,OP,Onshore Wind Turbine,WT,Electric Utility,1,30,30,30,5,2009,20,GE,1.5 SLE,17,2,263
64648,"High Lonesome Mesa, LLC",56945,High Lonesome Mesa LLC,NM,Torrance,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100,100,100,7,2009,40,Clipper,Liberty C96,19,2,262.4
64633,"Buffalo Bear, LLC",56946,Buffalo Bear LLC,OK,Harper,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,18.9,18.9,18.9,12,2008,9,Suzlon,S88-2100,19,2,262.4
